"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-11","2019","01","11","†","-15.0","","-21.5","","-18.3","","36.3","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-12","2019","01","12","†","-13.0","","-19.0","","-16.0","","34.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-13","2019","01","13","†","-11.0","","-19.0","","-15.0","","33.0","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-14","2019","01","14","†","-5.5","","-20.0","","-12.8","","30.8","","0.0","","0.0","","0.0","","0.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-15","2019","01","15","†","0.0","","-9.5","","-4.8","","22.8","","0.0","","0.0","","0.0","T","0.0","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-16","2019","01","16","†","0.0","","-8.0","","-4.0","","22.0","","0.0","","0.0","T","5.0","","0.0","T","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-17","2019","01","17","†","-12.5","","-24.0","","-18.3","","36.3","","0.0","","0.0","","0.0","T","0.0","","11","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-18","2019","01","18","†","-8.5","","-16.0","","-12.3","","30.3","","0.0","","0.0","","1.0","","0.8","","11","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-19","2019","01","19","†","-19.0","","-24.5","","-21.8","","39.8","","0.0","","0.0","","8.0","","8.6","","13","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-20","2019","01","20","†","-17.0","","-21.0","","-19.0","","37.0","","0.0","","0.0","","3.0","","2.4","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-21","2019","01","21","†","-16.5","","-24.0","","-20.3","","38.3","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-22","2019","01","22","†","-10.5","","-27.0","","-18.8","","36.8","","0.0","","0.0","","15.0","","12.4","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-23","2019","01","23","†","0.5","","-15.0","","-7.3","","25.3","","0.0","","6.0","","7.0","","13.4","","32","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-24","2019","01","24","†","2.0","","-8.5","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","","34","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-25","2019","01","25","†","-2.5","","-11.0","","-6.8","","24.8","","0.0","","0.0","","0.0","T","0.0","","32","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-26","2019","01","26","†","-10.0","","-19.5","","-14.8","","32.8","","0.0","","0.0","","2.0","","1.0","","30","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-27","2019","01","27","†","-2.5","","-16.0","","-9.3","","27.3","","0.0","","0.0","","3.0","","1.6","","30","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-28","2019","01","28","†","-17.0","","-24.5","","-20.8","","38.8","","0.0","","0.0","","2.0","","1.6","","34","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-29","2019","01","29","†","-8.5","","-20.0","","-14.3","","32.3","","0.0","","0.0","","2.0","","1.0","","36","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-30","2019","01","30","†","-11.5","","-19.0","","-15.3","","33.3","","0.0","","0.0","","0.0","T","0.0","","36","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-01-31","2019","01","31","†","-15.0","","-20.0","","-17.5","","35.5","","0.0","","0.0","","0.0","T","0.0","","36","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-01","2019","02","01","†","-11.0","","-20.5","","-15.8","","33.8","","0.0","","0.0","","2.0","","1.8","","36","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-02","2019","02","02","†","-7.0","","-21.0","","-14.0","","32.0","","0.0","","0.0","","8.0","","8.2","","37","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-03","2019","02","03","†","-8.5","","-12.5","","-10.5","","28.5","","0.0","","0.0","","4.0","","5.0","","44","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-04","2019","02","04","†","6.5","","-12.0","","-2.8","","20.8","","0.0","","10.0","","0.0","T","10.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-05","2019","02","05","†","6.0","","-7.0","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","40","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-06","2019","02","06","†","-6.0","","-13.5","","-9.8","","27.8","","0.0","","2.0","","2.0","","2.8","","40","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-07","2019","02","07","†","7.5","","-10.5","","-1.5","","19.5","","0.0","","0.0","T","0.0","","0.0","T","40","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-08","2019","02","08","†","3.5","","-4.0","","-0.3","","18.3","","0.0","","0.0","T","0.0","","0.0","T","38","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-09","2019","02","09","†","-7.5","","-13.5","","-10.5","","28.5","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-10","2019","02","10","†","-6.5","","-17.0","","-11.8","","29.8","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-11","2019","02","11","†","-6.5","","-16.5","","-11.5","","29.5","","0.0","","0.0","","0.0","","0.0","","37","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-12","2019","02","12","†","-5.5","","-18.0","","-11.8","","29.8","","0.0","","0.0","","20.0","","17.6","","36","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-13","2019","02","13","†","0.5","","-14.0","","-6.8","","24.8","","0.0","","0.0","","1.0","","0.6","","52","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-14","2019","02","14","†","-3.0","","-11.0","","-7.0","","25.0","","0.0","","0.0","","2.0","","1.6","","52","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-15","2019","02","15","†","4.5","","-9.0","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","53","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-16","2019","02","16","†","-4.5","","-8.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-17","2019","02","17","†","-6.0","","-19.0","","-12.5","","30.5","","0.0","","0.0","","0.0","","0.0","","49","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-18","2019","02","18","†","-6.0","","-18.0","","-12.0","","30.0","","0.0","","0.0","","0.0","","0.0","","48","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-19","2019","02","19","†","-6.0","","-20.0","","-13.0","","31.0","","0.0","","0.0","","0.0","","0.0","","48","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-20","2019","02","20","†","-6.5","","-22.0","","-14.3","","32.3","","0.0","","0.0","","6.0","","6.4","","48","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-21","2019","02","21","†","3.5","","-9.0","","-2.8","","20.8","","0.0","","0.0","","0.0","T","0.0","","53","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-22","2019","02","22","†","-0.5","","-11.0","","-5.8","","23.8","","0.0","","0.0","","0.0","","0.0","","52","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-23","2019","02","23","†","1.5","","-15.0","","-6.8","","24.8","","0.0","","0.0","T","0.0","","0.0","T","52","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-24","2019","02","24","†","5.0","","-4.0","","0.5","","17.5","","0.0","","13.0","","0.0","","13.0","","50","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-25","2019","02","25","†","-4.5","","-8.0","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","47","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-26","2019","02","26","†","-11.5","","-18.0","","-14.8","","32.8","","0.0","","0.0","","0.0","T","0.0","","46","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-27","2019","02","27","†","-13.0","","-24.0","","-18.5","","36.5","","0.0","","0.0","","0.0","T","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-02-28","2019","02","28","†","-6.5","","-22.0","","-14.3","","32.3","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-01","2019","03","01","†","0.0","","-20.0","","-10.0","","28.0","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-02","2019","03","02","†","-1.5","","-13.5","","-7.5","","25.5","","0.0","","0.0","","0.0","T","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-03","2019","03","03","†","-1.0","","-11.0","","-6.0","","24.0","","0.0","","0.0","","0.0","T","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-04","2019","03","04","†","-6.5","","-11.5","","-9.0","","27.0","","0.0","","0.0","","0.0","","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-05","2019","03","05","†","-7.0","","-20.0","","-13.5","","31.5","","0.0","","0.0","","0.0","T","0.0","","45","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-06","2019","03","06","†","-10.0","","-18.0","","-14.0","","32.0","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-07","2019","03","07","†","-7.0","","-21.0","","-14.0","","32.0","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-08","2019","03","08","†","-0.5","","-17.0","","-8.8","","26.8","","0.0","","0.0","","0.0","","0.0","","42","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-09","2019","03","09","†","2.0","","-14.0","","-6.0","","24.0","","0.0","","0.0","","2.0","","1.2","","42","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-10","2019","03","10","†","3.0","","-7.0","","-2.0","","20.0","","0.0","","4.0","","4.0","","7.8","","43","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-11","2019","03","11","†","3.0","","0.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","46","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-12","2019","03","12","†","0.0","","-7.5","","-3.8","","21.8","","0.0","","0.0","","0.0","","0.0","","44","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-13","2019","03","13","†","1.5","","-8.0","","-3.3","","21.3","","0.0","","0.0","","8.0","","7.0","","44","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-14","2019","03","14","†","8.0","","-1.5","","3.3","","14.7","","0.0","","0.6","","0.0","","0.6","","52","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-15","2019","03","15","†","8.0","","1.5","","4.8","","13.2","","0.0","","4.0","","0.0","","4.0","","42","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-16","2019","03","16","†","-0.5","","-5.0","","-2.8","","20.8","","0.0","","0.0","","0.0","","0.0","","33","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-17","2019","03","17","†","-2.0","","-9.0","","-5.5","","23.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-18","2019","03","18","†","-1.5","","-13.5","","-7.5","","25.5","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-19","2019","03","19","†","3.0","","-15.5","","-6.3","","24.3","","0.0","","0.0","","0.0","","0.0","","32","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-20","2019","03","20","†","6.5","","-9.0","","-1.3","","19.3","","0.0","","0.0","","0.0","","0.0","","31","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-21","2019","03","21","†","6.5","","-0.5","","3.0","","15.0","","0.0","","10.0","","0.0","","10.0","","28","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-22","2019","03","22","†","3.5","","1.0","","2.3","","15.7","","0.0","","5.0","","0.0","","5.0","","25","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-23","2019","03","23","†","1.5","","-9.5","","-4.0","","22.0","","0.0","","0.0","","0.0","T","0.0","","23","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-24","2019","03","24","†","4.0","","-5.0","","-0.5","","18.5","","0.0","","0.0","","0.0","T","0.0","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-25","2019","03","25","†","1.0","","-9.5","","-4.3","","22.3","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-26","2019","03","26","†","1.0","","-8.0","","-3.5","","21.5","","0.0","","0.0","","0.0","","0.0","","20","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-27","2019","03","27","†","5.0","","-11.0","","-3.0","","21.0","","0.0","","0.0","","0.0","","0.0","","19","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-28","2019","03","28","†","8.0","","-5.0","","1.5","","16.5","","0.0","","0.0","","0.0","","0.0","","17","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-29","2019","03","29","†","5.0","","2.0","","3.5","","14.5","","0.0","","0.0","","0.0","T","0.0","","13","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-30","2019","03","30","†","1.5","","-2.0","","-0.3","","18.3","","0.0","","17.0","","7.0","","24.4","","9","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-03-31","2019","03","31","†","1.0","","-1.5","","-0.3","","18.3","","0.0","","0.0","T","0.0","","0.0","T","14","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-01","2019","04","01","†","3.0","","-7.5","","-2.3","","20.3","","0.0","","0.0","","0.0","","0.0","","14","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-02","2019","04","02","†","7.5","","-4.0","","1.8","","16.2","","0.0","","0.0","","0.0","","0.0","","13","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-03","2019","04","03","†","7.0","","2.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","10","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-04","2019","04","04","†","2.0","","-4.0","","-1.0","","19.0","","0.0","","0.0","","0.0","","0.0","","6","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-05","2019","04","05","†","2.5","","-8.5","","-3.0","","21.0","","0.0","","0.0","","5.0","","4.8","","5","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-06","2019","04","06","†","10.0","","-0.5","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","8","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-07","2019","04","07","†","9.5","","-0.5","","4.5","","13.5","","0.0","","6.0","","0.0","","6.0","","3","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-08","2019","04","08","†","1.5","","-1.0","","0.3","","17.7","","0.0","","13.0","","0.0","T","13.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-09","2019","04","09","†","0.5","","-3.0","","-1.3","","19.3","","0.0","","0.0","","5.0","","5.2","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-10","2019","04","10","†","4.0","","-4.5","","-0.3","","18.3","","0.0","","9.0","","0.0","","9.0","","4","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-11","2019","04","11","†","5.5","","-4.0","","0.8","","17.2","","0.0","","20.0","","0.0","","20.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-12","2019","04","12","†","11.0","","1.0","","6.0","","12.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-13","2019","04","13","†","16.0","","2.0","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-14","2019","04","14","†","7.0","","-1.0","","3.0","","15.0","","0.0","","35.0","","0.0","","35.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-15","2019","04","15","†","4.0","","1.5","","2.8","","15.2","","0.0","","2.2","","0.0","","2.2","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-16","2019","04","16","†","10.0","","1.0","","5.5","","12.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-17","2019","04","17","†","14.0","","-1.5","","6.3","","11.7","","0.0","","3.4","","0.0","","3.4","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-18","2019","04","18","†","17.0","","4.0","","10.5","","7.5","","0.0","","10.6","","0.0","","10.6","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-19","2019","04","19","†","8.5","","5.5","","7.0","","11.0","","0.0","","24.0","","0.0","","24.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-20","2019","04","20","†","8.0","","4.5","","6.3","","11.7","","0.0","","0.8","","0.0","","0.8","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-21","2019","04","21","†","12.5","","6.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-22","2019","04","22","†","19.5","","2.5","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-23","2019","04","23","†","17.0","","9.0","","13.0","","5.0","","0.0","","15.0","","0.0","","15.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-24","2019","04","24","†","9.0","","4.0","","6.5","","11.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-25","2019","04","25","†","14.5","","4.0","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-26","2019","04","26","†","12.5","","6.0","","9.3","","8.7","","0.0","","13.6","","0.0","","13.6","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-27","2019","04","27","†","5.5","","1.5","","3.5","","14.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-28","2019","04","28","†","10.0","","0.0","","5.0","","13.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-29","2019","04","29","†","10.5","","-2.0","","4.3","","13.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-04-30","2019","04","30","†","14.0","","4.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-01","2019","05","01","†","6.0","","3.5","","4.8","","13.2","","0.0","","9.0","","0.0","","9.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-02","2019","05","02","†","10.0","","1.5","","5.8","","12.2","","0.0","","3.8","","0.0","","3.8","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-03","2019","05","03","†","11.0","","5.5","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-04","2019","05","04","†","17.0","","7.0","","12.0","","6.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-05","2019","05","05","†","20.5","","3.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-06","2019","05","06","†","23.5","","5.5","","14.5","","3.5","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-07","2019","05","07","†","15.5","","8.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-08","2019","05","08","†","14.0","","1.5","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-09","2019","05","09","†","14.0","","4.5","","9.3","","8.7","","0.0","","22.0","","0.0","","22.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-10","2019","05","10","†","19.0","","8.0","","13.5","","4.5","","0.0","","9.8","","0.0","","9.8","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-11","2019","05","11","†","14.0","","5.0","","9.5","","8.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-12","2019","05","12","†","17.0","","6.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-13","2019","05","13","†","15.0","","7.5","","11.3","","6.7","","0.0","","13.4","","0.0","","13.4","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-14","2019","05","14","†","11.0","","5.5","","8.3","","9.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-15","2019","05","15","†","13.5","","3.0","","8.3","","9.7","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-16","2019","05","16","†","13.0","","3.5","","8.3","","9.7","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-17","2019","05","17","†","14.0","","8.0","","11.0","","7.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-18","2019","05","18","†","15.5","","6.0","","10.8","","7.2","","0.0","","4.8","","0.0","","4.8","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-19","2019","05","19","†","20.0","","9.5","","14.8","","3.2","","0.0","","11.0","","0.0","","11.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-20","2019","05","20","†","21.5","","12.5","","17.0","","1.0","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-21","2019","05","21","†","18.0","","7.0","","12.5","","5.5","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-22","2019","05","22","†","19.5","","4.5","","12.0","","6.0","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-23","2019","05","23","†","20.5","","10.0","","15.3","","2.7","","0.0","","13.2","","0.0","","13.2","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-24","2019","05","24","†","20.0","","12.5","","16.3","","1.7","","0.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-25","2019","05","25","†","19.5","","8.5","","14.0","","4.0","","0.0","","4.4","","0.0","","4.4","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-26","2019","05","26","†","23.0","","15.0","","19.0","","0.0","","1.0","","0.0","T","0.0","","0.0","T","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-27","2019","05","27","†","17.5","","8.0","","12.8","","5.2","","0.0","","0.4","","0.0","","0.4","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-28","2019","05","28","†","14.0","","8.0","","11.0","","7.0","","0.0","","4.0","","0.0","","4.0","","0","","","","",""
"-75.72","45.38","OTTAWA CDA","6105976","2019-05-29","2019","05","29","†","19.5","","9.0","","14.3","","3.7","","0.0","","0.0","","0.0","","0.0","","0","","","","",""
