Date,Text
Fri Aug 07 19:10:08 +0000 2015,OSTA has created walking route maps to help your child walk to school. Check them out here: http://t.co/tW1dfxpk96 @OttCatholicSB @OCDSB
Tue Aug 18 15:03:38 +0000 2015,BUS STOP INFO IS NOW AVAILABLE!! Check out our *NEW* Stop Finder https://t.co/m7kpKskUmj @OttCatholicSB @ocdsb
Tue Aug 18 15:10:30 +0000 2015,@isandewsmom: No it isn't. It is an error. Please contact us directly to notify us of this discrepancy. Thank you.
Tue Aug 18 15:11:17 +0000 2015,Eight #Ottawa schools plan for a #walking school bus program for September 2015 http://t.co/NgzKCsh4RP #ottnews @GCCCanada @OttSchoolBus
Tue Aug 18 15:22:59 +0000 2015,@BballMomEtc @OttCatholicSB @OCDSB who are you trying to send the email to (zone)?
Tue Aug 18 18:11:42 +0000 2015,"@retropc66 @OCDSB the email subscription has been disabled temporarily while we work on the issue. As for the typo, it has been fixed."
Tue Aug 18 18:49:26 +0000 2015,@Keatz19 @OttCatholicSB @OCDSB Speak to the Principal at your school. You may require a medical note attached to an empty seat form
Wed Aug 19 13:17:13 +0000 2015,OSTA is getting ready for school start up with our drivers! #driverinfosession @OttCatholicSB @ocdsb http://t.co/AMN9eKDDC5
Wed Aug 19 13:21:13 +0000 2015,Keeping drivers informed about the new changes for the 2015-16 school yr. #driverinfosession @OttCatholicSB @OCDSB http://t.co/GCA3Irerx9
Wed Aug 19 15:00:09 +0000 2015,"@gillianwhichelo @OCDSB @OttCatholicSB If there is missing info, please contact OSTA directly so we can help sort out the issue."
Wed Aug 19 15:01:42 +0000 2015,"@Cooperphysio @MetcalfePS  Although it may be a new company, they could be the same drivers. #changeisgood"
Wed Aug 19 15:07:00 +0000 2015,Don't forget to register for Safety Awareness Day on Sun. Aug. 30! More details here: http://t.co/R6k50ikneM @OttCatholicSB @OCDSB
Wed Aug 19 15:30:02 +0000 2015,Does ur school have a walking school bus? Find out here http://t.co/t4jj1cX5zw &amp; sign up 4 Sept. 2015! #GetYourWalkOn @OttCatholicSB @OCDSB
Mon Aug 24 13:41:32 +0000 2015,@CrystalPruys Admin should be back in schools. Please update any/all new information directly at the school.
Mon Aug 24 14:00:11 +0000 2015,"Safety Awareness Day is THIS SUNDAY. Aug. 30, 2015. Register Now!! http://t.co/R6k50ikneM @OttCatholicSB @OCDSB #1sttimerider #bussafety"
Wed Aug 26 16:47:32 +0000 2015,@CarlyAtTheTree Bus Routes Schedules will no longer be posted on our website. Only info of ur child's stop will be available via Stop Finder
Wed Aug 26 16:47:52 +0000 2015,"Walking to school helps improve a child's health &amp; grades!
@ottschoolbus has created walking route maps: http://t.co/42nqrYAHcb"
Wed Aug 26 18:22:23 +0000 2015,"Due to technical difficulties on OSTA's phone lines, a temporary phone number has been issued. To contact OSTA pls call: 1-855-556-2514. TY"
Wed Aug 26 18:37:05 +0000 2015,All student bus stop and route information is available online through the Parent Portal/Stop Finder. http://t.co/6pVAXXEvMy
Wed Aug 26 19:00:40 +0000 2015,@jesidas158 both elementary &amp; HS walk zones have changed. Please check your bus information using the stop finder https://t.co/m7kpKskUmj
Wed Aug 26 19:54:17 +0000 2015,@edgarmtoro This is the same info requested by OSTA over the phone.  Not many parents know their child's student number.
Wed Aug 26 20:51:48 +0000 2015,Our phones are up and running again! We apologize for an inconvenience. @OttCatholicSB @OCDSB
Fri Aug 28 14:07:19 +0000 2015,"Safety Awareness Day is this SUNDAY, Aug. 30, 2015!!  It's not too late to register ur child! http://t.co/o5Xbdx06OT @OttCatholicSB  @OCDSB"
Mon Aug 31 13:53:11 +0000 2015,It was another successful Safety Awareness Day! It was a great day with many 1st time riders &amp; parents! Thank you! http://t.co/6UrU1k6qiz
Mon Aug 31 13:59:27 +0000 2015,A BIG Thank You to all the staff &amp; volunteers at Safety Awareness Day! We couldn't have done it w/o all your help! @OttCatholicSB @OCDSB
Thu Sep 03 03:11:50 +0000 2015,Office Admins are back in schools this week. Changes to ur child's info should be done at the school. #backtoschool @OttCatholicSB @OCDSB
Tue Sep 08 12:31:34 +0000 2015,Welcome back for the 2015/16 school year. Yellow buses &amp; WSB are on the roads to help get students to school safely. @OttCatholicSB @OCDSB
Mon Sep 14 16:47:24 +0000 2015,Making certain drivers &amp; students have a safe ride. Part of the day for Mrs O'Brien VP @MonicaSchool MT @OttSchoolBus http://t.co/Ev7VFUiGgA
Tue Sep 22 15:08:52 +0000 2015,OSTA is reminding parents to pick up their Kindergarten students at their bus stop. @OttCatholicSB @OCDSB http://t.co/upfwqYRNgX
Mon Sep 28 14:59:35 +0000 2015,Let's raise awareness together with M.L. Bradley's poster contest! Contest rules and guidelines available here. http://t.co/G5HwLyzRmf
Tue Oct 13 13:39:18 +0000 2015,"@derickcassidy @OCDSB: Policy T11 - http://t.co/GvZk0vrbi7.
Students can be dropped off at the stop without a parent starting in gr.1"
Tue Oct 13 13:41:14 +0000 2015,Watch yesterday's iWALK Day event @ St.Jerome CS http://t.co/yoB9hNNFcZ @OttCatholicSB @ottawahealth @SROttawa @CanadaWalks @OttSchoolBus
Mon Oct 19 15:19:12 +0000 2015,School Bus Safety Week: Oct 19 - 23.  Join the conversation about school bus safety across the province #BusSafety15 http://t.co/1RZZO7USpG
Mon Oct 19 15:26:55 +0000 2015,Infographic for motorists on when to stop for school bus on different types of roadways.  #BusSafety15 http://t.co/IEePTpdFav
Tue Oct 20 13:18:57 +0000 2015,School bus safety rules - straight from the reasons why it matters.  Keep them safe.  #safetyfirst  #BusSafety15 https://t.co/q9NbsTh0j8
Tue Oct 20 14:48:58 +0000 2015,Great new video about #WalkToSchoolDay proclamation in YOW: https://t.co/5VRnJ7xWH1 @OttCatholicSB @OttSchoolBus @CanadaWalks @ottawahealth
Wed Oct 21 19:27:06 +0000 2015,Mayor proclaims Intl Walk to School Week in Ottawa: https://t.co/GLtUiAI8Fp @CanadaWalks @OCDSB @OttCatholicSB @ottawahealth  @OttSchoolBus
Wed Oct 21 19:27:57 +0000 2015,Think you can slide past a school bus when the lights are flashing? That HTA violation means $400 &amp; 6 demerit points https://t.co/l0OLv9zYvq
Thu Oct 22 13:16:18 +0000 2015,October 22 is School Bus Driver Appreciation Day.  Take a moment to thank your driver for all they do. #BusSafety15 https://t.co/lxwWbSZEkq
Fri Oct 23 13:34:41 +0000 2015,"Talk to ur kids about ""danger zones"" around a school bus to reinforce the safety training they receive #BusSafety15 https://t.co/EzxHG7R5lX"
Wed Nov 04 18:13:36 +0000 2015,It's a beautiful day for a @Ottawa67sHockey game. Ask us about the WSB and get a treat. #GetYourWalkOn #67sgameday https://t.co/jwOZjyKezT
Wed Nov 04 18:17:34 +0000 2015,@kristynwnderlnd: a notice would have been sent to the school for distribution to parents. Check with them. Or call OSTA directly.
Wed Nov 18 17:53:23 +0000 2015,Bus Evacuation Drills today for all Ss. Keeping our Ss safe is a priority! @OttCatholicSB @OttSchoolBus #STMottawa https://t.co/62dtzg2tlY
Wed Dec 02 12:37:33 +0000 2015,OSTA's website is temporarily out of order. OSTA is working on getting the site back up and running asap we apologize for the inconvenience
Wed Dec 02 12:42:04 +0000 2015,Delays and Parent Login are still accessible at https://t.co/0lfhLdVxUJ you can access delays in the top right corner
Thu Feb 25 10:42:49 +0000 2016,"All school transportation vehicles ARE running today February 25,  2016"
Fri Feb 26 17:06:47 +0000 2016,We are working on our website to improve service &amp; anticipate it will return to full service on Monday.
Fri Feb 26 17:07:32 +0000 2016,For cancellations or delays information go to: https://t.co/3vCMMKGet9. We appreciate your patience during this time.
Fri Feb 26 17:10:59 +0000 2016,We will be working on our website to improve service.  We anticipate it will return to full service on Monday.... https://t.co/yt7O6bhOEq
Mon Feb 29 09:45:01 +0000 2016,February 29 2016 All buses &amp; vans cancelled.Parents responsible for transportation of students attending open schools at end of day
Wed Mar 02 10:20:18 +0000 2016,"March 2, 2016 All buses &amp; vans ARE RUNNING"
Thu Mar 03 21:00:22 +0000 2016,Final #winterwalkday 2016 event @gopsocdsb tomorrow. Ideal forecast to get outside &amp; stretch those legs! @OCDSB @ottawahealth @CanadaWalks
Fri Mar 11 16:17:23 +0000 2016,OSTA's 2nd annual Driver Appreciation Day is on Sat. Apr.9!! We're looking forward to recognizing the individuals who keep our students safe
Mon Mar 21 20:08:16 +0000 2016,OSTA is looking for your feedback on our Student Active Transportation Policy! Take the survey: https://t.co/a1Fehz271s
Wed Mar 23 18:47:13 +0000 2016,Find out about what's happening with OSTA's Active Transportation Network for Winter 2016 in the ASRTS newsletter: https://t.co/t6Q1XzC9X2
Thu Mar 24 09:09:33 +0000 2016,"March 24,2016 All buses &amp; vans are cancelled. Parents are responsible for transportation of students attending open schools at end of day"
Fri Apr 01 14:19:46 +0000 2016,Healthy Kids Community Challenge grant will be funding 4 new OSTA WSB routes starting on Apr.4/16. For more info: https://t.co/OUjowNRXHW
Fri Apr 01 15:33:47 +0000 2016,New walking school buses set to launch @ 4 @OCDSB schools on Mon. Great partnership with @OttSchoolBus @ottawahealth to boost walk2school!
Mon Apr 04 13:59:03 +0000 2016,"Nice walking bus launch at St. Mary's. Always delighted seeing @EricaBraunovan, @tobi_nussbaum, @OttSchoolBus. https://t.co/vIH9KKYtMr"
Mon Apr 04 14:09:39 +0000 2016,Celebrating active transportation &amp; four new walking school bus routes w/ @OttSchoolBus (two in Rideau-Rockcliffe!) https://t.co/bzvvLRIhuq
Mon Apr 04 14:20:08 +0000 2016,Great turnout at Queen Mary PS WSB launch. Thanks for the support! @walk2schoolyow @SafetyOttawa @ottawahealth https://t.co/WHpvxSJ5Zm
Sat Apr 09 14:04:27 +0000 2016,It's Driver Appreciation Day!! What a great turnout of drivers and WSB leaders! Thank you for your hard work. https://t.co/sNBkvtTxvQ
Sat Apr 09 14:09:34 +0000 2016,Deputy Mayor Mark Taylor speaking at Driver Appreciation Day. #ottcity @ottawacity https://t.co/VP1Whu74Ku
Sat Apr 09 15:20:16 +0000 2016,Winners of OSTA's GEM (Going the Extra Mile) Award. You went above and beyond the call of duty. Thank you. https://t.co/muc07XHNoL
Sat Apr 09 15:24:28 +0000 2016,WSB Winners of the OSTA GEM (Going the Extra Mile) Award. We appreciate the WSB leaders. Thank you! @SafetyOttawa https://t.co/F0aNwJBZPy
Sat Apr 09 18:41:45 +0000 2016,@OCDSB &amp; @OttCatholicSB students show their appreciation to drivers with wonderful handmade cards. Great job! https://t.co/hab9H69xaB
Tue Apr 26 16:36:51 +0000 2016,RBPS proud to be piloting the Walking School Bus Junior Leaders Program. @OttSchoolBus https://t.co/hzIiwTAj0K
Tue Apr 26 16:37:01 +0000 2016,@dianedeans @MarkPFIsher: new junior leaders join @RobertBatemanPS Walking School Bus @SafetyOttawa @OttSchoolBus https://t.co/9AWBmOyrMz
Tue Apr 26 16:57:20 +0000 2016,"OSTA's School Active Transportation Policy has been passed! The 1st of its kind in Ontario! #GetYourWalkOn, bike &amp; roll to school everyday."
Tue Apr 26 18:05:13 +0000 2016,"RT: Unprecedented: @OttSchoolBus, @OCDSB, @OttCatholicSB have adopted active school travel policy. Congrats! @SafetyOttawa @SROttawa"
Wed May 18 13:18:10 +0000 2016,"In preparation for the 2016-2017 school year, OSTA has a few reminders to parents/guardians on our website at https://t.co/61ITNIxGpa"
Wed May 18 13:19:24 +0000 2016,@BikeWalkRoll @walk2schoolyow @OCDSB @OttCatholicSB @SafetyOttawa @SROttawa here's the policy -  https://t.co/1VgajPlBle
Wed Jun 08 19:15:18 +0000 2016,#SINKHOLE in DT Ottawa may cause transportation delays. Updates can be found here: https://t.co/2qVlyt3ybH
Tue Jun 28 18:10:21 +0000 2016,It's the last week of school! OSTA offices are open in the summer from 8am-5pm to assist with any changes to your child's transportation.
Tue Jun 28 18:16:29 +0000 2016,Check out our website -https://t.co/nwwclUFic8  - for any updates over the summer and during the school year.
Thu Jun 30 15:58:07 +0000 2016,Our buses pulled away for the last time. Thank you to our drivers for keeping us safe all year. @OttSchoolBus https://t.co/M7JFy5haTv
Thu Jun 30 16:00:33 +0000 2016,Don't forget to sign up for our Safety Awareness Day for 1st time riders on Aug. 28/16. Read more and register at https://t.co/o5Xbdx06OT.
Wed Aug 10 13:09:23 +0000 2016,Our Safety Awareness Day for 1st time riders is on Aug. 28/16. To read more and register at https://t.co/yQLQiYjCPs.
Mon Aug 15 12:50:45 +0000 2016,Access to the parent login is available today! Find out your child(ren)'s transportation information here: https://t.co/GX6VPyEAEl
Tue Aug 16 13:51:08 +0000 2016,Subscribe to our mailing list to receive notifications of transportation cancellations or delays! Sign up here: https://t.co/Q37XnG7EuV
Mon Aug 22 14:19:18 +0000 2016,"@MissBoogieBoo2: if you're not able to find the information online, please contact us directly at 613-224-8800."
Mon Aug 22 14:32:31 +0000 2016,WSB registration is open! Your child can walk to school with their peers every AM! More info-https://t.co/32iSQIJZDz https://t.co/OGkx2ntWeL
Wed Aug 24 12:13:30 +0000 2016,OSTA will no longer be making changes to your child(ren)'s record. Please contact the school. Schools will be open on Aug. 29/16.
Thu Aug 25 14:12:00 +0000 2016,It's not too late to sign up for our Safety Awareness Day for 1st time riders on this Sun. Aug. 28/16. Register at https://t.co/yQLQiYjCPs .
Thu Aug 25 17:23:53 +0000 2016,"@momomoto: Each site provides OSTA with the # of families that attend the event, so we ask that you 'register' so we can prep appropriately,"
Mon Aug 29 12:59:15 +0000 2016,Thanks to @OttSchoolBus for a great School Bus Safety Day! #ocdsb #kindergartenherewecome https://t.co/IdB46JLpR5
Mon Aug 29 12:59:21 +0000 2016,Lots of fun today learning about bus safety with @OttSchoolBus ! Thank you to your incredibly friendly staff! https://t.co/uZ21KxuYPT
Mon Aug 29 13:03:43 +0000 2016,"It was another successful Safety Awareness Day! Thank You to the staff, volunteers and participants for coming out! @OttCatholicSB @OCDSB"
Mon Aug 29 14:26:42 +0000 2016,@amyboughner: pls email your child's school zone with the name of the person and it will be directed to the bus company/driver.
Mon Aug 29 14:29:46 +0000 2016,"@ottvalleygirl: schools are open, so you can register your child today. Once registered, it will take 3-5 days before trans. is available"
Mon Aug 29 14:33:11 +0000 2016,@TiBrown88: please contact OSTA offices directly at 613-224-8800.
Mon Aug 29 15:35:02 +0000 2016,@tazuzali: you can download the form here - https://t.co/3fccCSKARA. Principals approve for @OCDSB and OSTA approves for @OttCatholicSB.
Tue Aug 30 19:56:08 +0000 2016,"Vehicle owners can be fined $400-$2,000 +6 demerit points if their vehicle illegally passes a stopped school bus. https://t.co/aFpA1dIPOC"
Wed Aug 31 13:40:51 +0000 2016,Bus camera pilot becomes permanent -- https://t.co/5lz8QSN7eM #ottnews https://t.co/GLNpBxkbLj
Fri Sep 02 13:48:06 +0000 2016,There has been a change in the OSTA empty seat procedure for 2016/2017.  More info can be found here: https://t.co/dMwM89Bteo
Fri Sep 02 14:54:02 +0000 2016,Voyageur Transportation has changed its name to Voyago. The company's contact info remains the same.
Fri Sep 02 20:07:11 +0000 2016,@rrg2365: OSTA stopped posting bus route schedules since the 2014-2015 school year. Find all updated bus info here - https://t.co/lGZn0vuNcU
Tue Sep 06 12:00:56 +0000 2016,Welcome back to a new school year!
Tue Sep 06 18:47:39 +0000 2016,Thank you @OttawaPolice to help make roads safer for all our students! https://t.co/5RGDST21JU
Wed Sep 07 21:36:24 +0000 2016,@ChristinaLeek: pls email the zone your child's school is in. For more detail - https://t.co/HBPZM3tVzb. Click the map to find your school.
Mon Sep 12 15:26:42 +0000 2016,School is back &amp; so is @OttSchoolBus's Walking School Bus! https://t.co/AlJa9lCFbj @OCDSB @OttCatholicSB @ottawahealth @SafetyOttawa
Wed Sep 14 19:26:24 +0000 2016,@LaurieMacMor: 4 ways are used if/when the bus is picking up/dropping off students  near a controlled intersection (traffic lights).
Thu Sep 29 16:03:11 +0000 2016,How will your school celebrate #walktoschool month in October? Register your event to receive a Certificate. https://t.co/tiujoxR3l3
Thu Sep 29 16:03:45 +0000 2016,RT @ottawahealth @SROttawa @OttSchoolBus @OCDSB @OttCatholicSB @SafetyOttawa https://t.co/qT1BMnVxgz
Fri Sep 30 18:47:19 +0000 2016,RT @ottawahealth @OttSchoolBus @OCDSB @OttCatholicSB @SROttawa @SafetyOttawa https://t.co/8SGnDGrsNF
Mon Oct 03 15:29:51 +0000 2016,OSTA has started the process of reviewing and approving @OttCatholicSB empty seat applications. Your continued patience is appreciated.
Mon Oct 03 15:56:26 +0000 2016,@BlairAWriter @OCDSB: empty seat applications are reviewed and approved by the school principal.
Mon Oct 03 16:14:50 +0000 2016,@BlairAWriter: OSTA approves for OCSB students/OCDSB principals approve for their schools. Outlined on our website - https://t.co/mvpCQkzpfV
Mon Oct 03 16:51:25 +0000 2016,RT @OttSchoolBus @OCDSB @OttCatholicSB @SROttawa @SafetyOttawa @ottawahealth https://t.co/YEyBXrUvmW
Wed Oct 05 18:06:36 +0000 2016,Thanks @SafetyOttawa for walking the talk on Intl #walktoschoolday! @CanadaWalks @OttSchoolBus @SROttawa @ottawahealth https://t.co/PzNHeJ37G0
Wed Oct 05 18:06:49 +0000 2016,Celebrating iWalk at Chapel Hill!  How many students will walk/bike home after school?@walkottawa @OttSchoolBus https://t.co/RgDtzkuUaC
Wed Oct 05 18:07:44 +0000 2016,"In partnership with @CAA, OSTA is distributing a new safety brochure with easy-to-follow tips. Find out more at https://t.co/P6rFykIo9Q"
Wed Oct 12 19:51:22 +0000 2016,Empty seat applications are being approved. Check the parent portal to find out if your child can access the bus -  https://t.co/m7kpKsCvdR
Wed Oct 19 19:00:18 +0000 2016,What a beautiful day 4 iWALK @altavistaps ! Thanks to @JeanCloutierOtt and  @OttawaPolice for joining us. @ottawahealth #walktoschool https://t.co/0JLsfn3s1D
Wed Oct 19 19:04:46 +0000 2016,Today is Driver Appreciation Day. Make sure to thank your school bus/small vehicle driver! https://t.co/Y1a5gcMU4Z
Tue Oct 25 20:39:41 +0000 2016,Are you using the cold weather as an excuse not to walk to school? Don't! Here's how to ditch all the excuses https://t.co/Hs2IRbPFz0 https://t.co/ZqzwMnrFSI
Wed Oct 26 15:24:24 +0000 2016,OSTA is having intermittent phone issues today. We appreciate your patience as this issue is being resolved. You can contact us by email.
Wed Oct 26 15:37:04 +0000 2016,"For a speedy response, please email your school zone directly. Email addresses can be found https://t.co/1yk8FtfjMi. https://t.co/UzIO1CRCQf"
Wed Oct 26 18:42:06 +0000 2016,OSTA's phone issues have been resolved.
Thu Oct 27 16:44:13 +0000 2016,RT @JoanneMacEwan @OttCatholicSB Way 2 go @GoodShepherd_ES. Glad to support your #schooltravelplanning efforts! @OttSchoolBus @OCSBeco
Fri Oct 28 12:07:34 +0000 2016,#OCSB Trustee &amp; @OttSchoolBus Chair @JoanneMacEwan welcomes guests to the IWALK 2016 Reception &amp; School Travel Planning Graduation https://t.co/3U7aGbITZg
Tue Nov 08 17:34:40 +0000 2016,LIVE on #Periscope: Safer School Zones Announcement https://t.co/aVKmzjfG65
Wed Nov 09 15:13:32 +0000 2016,"OSTA's WSB had some company yesterday from @Kathleen_Wynne, @JimWatsonOttawa and our other @ottawacity Active Trans partners at Elmdale PES. https://t.co/wuHDOqDBLu"
Fri Nov 11 13:35:04 +0000 2016,https://t.co/keLDd7jv7G
Wed Nov 16 13:59:48 +0000 2016,OSTA is at the @Ottawa67sHockey game day promoting the WSB and other Active Transportation programs! #GetYourWalkOn https://t.co/iFnMdfrmBj
Wed Nov 16 16:58:33 +0000 2016,Great turnout at the 67s student game day! https://t.co/qAFHaIXVvs
Fri Nov 18 16:27:48 +0000 2016,@torads: address changes are done at the school. OSTA receives the new info the next day and will assign trans accordingly.
Wed Nov 23 15:35:36 +0000 2016,OSTA is having intermittent phone issues today. We appreciate your patience as this issue is being resolved. You can contact us by email.
Wed Nov 23 16:42:11 +0000 2016,OSTA's phone issues have been resolved.
Wed Nov 30 20:14:23 +0000 2016,Students learning about school bus evacuation safety. @OttSchoolBus @MLBradleyLtd https://t.co/qw6Y7nYjNH
Fri Dec 02 17:42:49 +0000 2016,"GREAT WORK @OttSchoolBus; delivering safe, efficient, effective multi-modal transportation solutions for students @MLHealthUnit https://t.co/Sy6EOMnDQ2"
Mon Mar 06 14:41:55 +0000 2017,Vicky Kyriaco OSTA CAO/GM honoured as Finalist for 2016 Business Woman of the Year Award.  The “big reveal” is April 20 2017 @thebyasottawa
Tue Mar 07 10:15:02 +0000 2017,"Tuesday March 7,2017 All buses &amp; vans cancelled.Parents responsible for transportation of students attending open schools at end of day"
Fri Apr 21 19:24:32 +0000 2017,"Congratualtions! Vicky Kyriaco, GM/CAO of OSTA, Businesswoman of the Year 2016. @BYAOttawa"
Tue Apr 25 17:35:07 +0000 2017,Business Woman of the Year - Vicky Kryiaco from OSTA receives in the Organization category https://t.co/Rj9Apm29co @BYAOttawa
Mon Jun 05 18:49:49 +0000 2017,"Ottawa Safety Council is hiring crossing guards. Ottawa Safety Council is a partner of OSTA, OCSB &amp; OCDSB Click https://t.co/tTM83aC8wz"
Thu Aug 10 17:00:00 +0000 2017,Transportation info is now on OSTA Parent Web Portal https://t.co/XkNPSR0jjc.  Stop timings may change so check again before school starts
Mon Aug 14 17:52:47 +0000 2017,Register online now for School Bus and Pedestrian Safety Day! Help your child have a safe start to the school year. https://t.co/AqPt3oWdc0
Mon Aug 28 15:38:23 +0000 2017,Reminder Eligible students will be able to pick up Presto cards @ school. check https://t.co/ajLG8rvUqk  end of this week for route changes
Mon Aug 28 15:39:11 +0000 2017,Reminder Eligible students will be able to pick up Presto cards @ school. check https://t.co/ajLG8rvUqk   end of this week for route changes
Fri Sep 01 15:15:42 +0000 2017,Check out our new safety tips and videos at https://t.co/WO6gmv3egh before school starts. Safety is everyone’s responsibility
Fri Sep 15 15:32:44 +0000 2017,Register online now for School Bus and Pedestrian Safety Day on Sept 24!! Help your child ride the bus safely https://t.co/AqPt3oWdc0
Mon Sep 18 17:29:49 +0000 2017,"St. Pius HS &amp; Ottawa Technical School will not be offering School Bus Safety Day on September 24th, 2017.  All other sites will be operating"
Tue Sep 19 12:50:50 +0000 2017,"School Bus and Pedestrian Safety Day Location Changes! 

St Pius HS and Ottawa Tech SS locations will not be... https://t.co/D14o3vvojU"
Thu Sep 21 16:07:07 +0000 2017,Register online now for School Bus and Pedestrian Safety Day on Sept 24!! Help your child ride the bus safely https://t.co/AqPt3oWdc0
Mon Oct 16 13:49:16 +0000 2017,OSTA is seeking feedback about our transportation services for students with special needs https://t.co/ntpYSmcAqG
Tue Dec 12 10:50:56 +0000 2017,"Buses and vans are running today December 12,2017. OSTA has not cancelled services."
Thu Dec 14 14:53:12 +0000 2017,"Due to a technical glitch, subscribers who joined OSTA's email notification between 12:01 AM and 2:15 PM on Wednesday December 13 2017, were lost.  Please re-subscribe now to receive important transportation information.  We apologise for any inconvenience."
Thu Jan 11 10:52:41 +0000 2018,"Thursday January 11,2018 All buses &amp; vans cancelled due to icy road conditions on residential and rural streets..Parents responsible for transportation of students attending open schools at end of day"
Tue Jan 23 09:18:17 +0000 2018,"All buses &amp; vans are cancelled for today Tuesday January 23 2018 due to icy road conditions on residential and rural streets. Schools are open, parents/guardians are responsible for transportation of students attending open schools and responsible for pick up at end of day"
Fri Feb 23 09:59:06 +0000 2018,"Friday February 23,2018 all buses &amp; vans are cancelled due to freezing rain expected early afternoon today .Parents responsible for transportation of students attending open schools at end of day"
Thu Apr 12 17:47:04 +0000 2018,"OSTA Supports the Humboldt Broncos, #Humboldtstrong https://t.co/wsLTfw606T"
Tue May 01 16:30:28 +0000 2018,"Spring Safety Reminder  https://t.co/D21BahCHxJ
#schoolbussafety #springisfinallyhere https://t.co/xyDV4O8xL9"
Mon Jun 25 14:38:29 +0000 2018,Know someone who wants to make a difference in kids’ lives?  Be a school bus driver!  Visit https://t.co/AZDLBFrksu for more info today.
Tue Aug 21 18:12:36 +0000 2018,"Bus Stop Finder is Now Open.  

Student transportation information is now available on the OSTA Parent Web Portal https://t.co/SWUgK33GJz 

Please re-verify transportation information the week prior to school start-up as stop timings may have changed."
Wed Aug 29 16:37:02 +0000 2018,School bus safety brochures and videos are available at https://t.co/fo2Vr4LwU9   Prepare your little ones for their first day of school.
Wed Aug 29 18:02:58 +0000 2018,School zone safety is everyone’s responsibility! Park a little farther from the school and WALK A BLOCK! YOU can help kids stay safe!
Thu Aug 30 12:00:06 +0000 2018,"School zone safety is everyone’s responsibility! If you drive your kids to school, slow down, use designated drop off points, avoid double parking and making u turns. YOU can help kids stay safe!"
Thu Aug 30 18:00:05 +0000 2018,"Get in the WALK n Roll Zone! Practice walking to school and review pedestrian safety!
https://t.co/unyn7RXCxh"
Fri Aug 31 12:00:09 +0000 2018,"Get in the WALK n ROLL Zone! Walking to school helps reduce traffic in school zones, is great exercise and connects you with your community.  
Check  https://t.co/unyn7RXCxh"
Fri Aug 31 18:00:06 +0000 2018,WALK a BLOCK today. Park your car farther from the school and avoid all the congestion.  Exercise before class helps kids get ready to learn and it’s good for the environment.
Mon Sep 10 18:15:56 +0000 2018,Help kids walk and roll to school safely.  Be a crossing guard.  The Ottawa Safety Council is hiring now https://t.co/M8tOv8uu2R https://t.co/wa07IOh8UN
Fri Sep 14 13:07:26 +0000 2018,"A reminder that parents/quardians of kindergarten students MUST meet their child at the bus stop in the afternoon.  If they are not met, students may be returned to the school or dropped off at the nearest police station."
Thu Sep 27 16:41:53 +0000 2018,"OSTA staff is focused on providing support and services for students and their families, and school communities most affected by the tornadoes.  Due to a disruption of service, and... https://t.co/Kc9XNm4VG3"
Mon Oct 01 19:22:01 +0000 2018,"**UPDATE** Temporary Transportation for Affected Areas – for October 2, 2018. 

Click link for stops

https://t.co/SJGA2auDay"
Wed Oct 10 22:35:06 +0000 2018,Please refer to updated list of schools whose empty seat assignments are completed at https://t.co/YwYy1k3fCd the parent web portal for route/stop information. Due to the volume of applications we cannot respond to inquiries regarding the status of individual applications.
Thu Oct 11 22:33:29 +0000 2018,OSTA is pleased to announce it is the recipient of a $100K grant from the Ontario Active School Travel Fund a program of Green Communities Canada to promote and expand services for those who walk and roll to school. https://t.co/61ITNIPhgI #GetYourWalkOn.
Fri Oct 12 17:33:50 +0000 2018,"Fantastic Community Walk Event at Half Moon Bay PS and St Benedict CS this morning!  Thanks to all the parents who Walked a Block with their children. And kudos to all the students who wore helmets while biking, scootering and rollerblading today. #GetYourWalkOn"
Mon Oct 15 19:12:03 +0000 2018,Updated School List for empty seat assignments has been posted on https://t.co/61ITNIPhgI.  Thank you for your patience as we process 5000+ applications.
Mon Oct 15 22:18:30 +0000 2018,Some empty seat assignments were done today and may not show up on the parent web portal until tomorrow due to system issues.  We apologize for the inconvenience and recommend you re-visit our web portal tomorrow afternoon if you do not find seat information today.
Fri Oct 19 19:14:24 +0000 2018,ALL empty seat assignments for elementary and secondary schools have now been completed.  Please check the Parent Web Portal/Bus Stop Finder to verify your child's stop information.
Thu Jan 17 23:23:48 +0000 2019,There are no service disruptions expected for students of OCDSB and OCSB in the near future.  Safety continues to be our priority. Please refer to https://t.co/61ITNIPhgI for information regarding recent news reports of a potential strike at OSTA.
Wed Jan 23 20:12:11 +0000 2019,"@Kmcdowell2011 @grahamctv Due to an error on our website that showed bussing being cancelled for Thursday January 24 this was incorrect and has been fixed, please check tomorrow for any cancelations"
Wed Jan 23 20:22:52 +0000 2019,"@CarrieLoula Due to an error on our website that showed bussing being cancelled for Thursday January 24 this was incorrect and has been fixed, please check tomorrow for any cancelations"
Tue Feb 12 11:16:06 +0000 2019,"Forecast snow of 3cm this afternoon, heavy at times.  Transportation is running today, and we anticipate delays getting home.  If you are late meeting your KG child at the stop, please call the operator, the school or OSTA."
Tue Feb 12 12:44:23 +0000 2019,Please remember that parents or guardians always have the option to make alternate arrangements or keep their child(ren) at home.
